year,month,day,carrier,dest,departure_delay,arrival_delay,delay_change_minutes
2013,7,12,AA,STT,4.0,-1.0,-5.0
2013,6,23,B6,FLL,-1.0,-1.0,0.0
2013,6,12,B6,PWM,-8.0,-1.0,7.0
2013,8,21,B6,BUF,-6.0,-1.0,5.0
2013,8,21,B6,ROC,0.0,-1.0,-1.0
2013,6,4,B6,MCO,-2.0,-1.0,1.0
2013,7,17,9E,MKE,0.0,-1.0,-1.0
2013,8,8,B6,MCO,23.0,-1.0,-24.0
2013,8,8,MQ,DCA,-3.0,-1.0,2.0
2013,6,12,DL,LAX,10.0,-1.0,-11.0
2013,8,3,DL,SJU,-7.0,-1.0,6.0
2013,7,12,B6,ORD,-4.0,-1.0,3.0
2013,6,23,MQ,RDU,-7.0,-1.0,6.0
2013,8,25,9E,BUF,10.0,-1.0,-11.0
2013,6,16,DL,SAN,0.0,-1.0,-1.0
2013,6,16,UA,SFO,-9.0,-1.0,8.0
2013,6,16,AA,LAX,-3.0,-1.0,2.0
2013,6,23,B6,SAN,2.0,-1.0,-3.0
2013,8,8,DL,FLL,-3.0,-1.0,2.0
2013,8,8,9E,PIT,-8.0,-1.0,7.0
2013,6,4,VX,LAX,-5.0,-1.0,4.0
2013,6,4,B6,PBI,-5.0,-1.0,4.0
2013,8,7,B6,SJU,-1.0,-1.0,0.0
2013,8,7,B6,PSE,-2.0,-1.0,1.0
2013,6,12,B6,CLT,-5.0,-1.0,4.0
2013,6,12,B6,SFO,2.0,-1.0,-3.0
2013,7,22,B6,LAX,-2.0,-1.0,1.0
2013,8,3,B6,SJC,-6.0,-1.0,5.0
2013,6,15,B6,MCO,48.0,-1.0,-49.0
2013,8,25,AA,SJU,-3.0,-1.0,2.0
2013,7,17,B6,BQN,-2.0,-1.0,1.0
2013,6,12,EV,IAD,-5.0,-1.0,4.0
2013,8,7,MQ,BWI,-6.0,-1.0,5.0
2013,6,13,B6,TPA,-4.0,-1.0,3.0
2013,6,25,DL,SEA,9.0,-1.0,-10.0
2013,6,4,EV,IAD,-2.0,-1.0,1.0
2013,6,4,VX,LAS,7.0,-1.0,-8.0
2013,8,7,9E,CLT,3.0,-1.0,-4.0
2013,6,13,AA,BOS,-5.0,-1.0,4.0
2013,8,7,B6,MCO,20.0,-1.0,-21.0
2013,8,24,9E,CVG,7.0,-1.0,-8.0
2013,8,24,9E,BOS,20.0,-1.0,-21.0
2013,8,24,AA,BOS,7.0,-1.0,-8.0
2013,8,24,B6,SAN,41.0,-1.0,-42.0
2013,7,4,US,CLT,0.0,-1.0,-1.0
2013,7,11,B6,LAX,-2.0,-1.0,1.0
2013,8,4,AA,MIA,-4.0,-1.0,3.0
2013,8,4,B6,SJU,3.0,-1.0,-4.0
2013,6,15,DL,BOS,2.0,-1.0,-3.0
2013,7,4,B6,BUF,7.0,-1.0,-8.0
2013,6,4,B6,RSW,-2.0,-1.0,1.0
2013,6,13,AA,LAX,3.0,-1.0,-4.0
2013,6,14,B6,SJU,-3.0,-1.0,2.0
2013,8,7,B6,JAX,0.0,-1.0,-1.0
2013,7,21,AA,LAX,-5.0,-1.0,4.0
2013,7,11,B6,ROC,-1.0,-1.0,0.0
2013,8,4,AA,MIA,4.0,-1.0,-5.0
2013,8,4,B6,BUF,0.0,-1.0,-1.0
2013,7,11,DL,LAS,63.0,-1.0,-64.0
2013,6,3,B6,BOS,-2.0,-1.0,1.0
2013,7,17,DL,SEA,3.0,-1.0,-4.0
2013,8,4,B6,MCO,18.0,-1.0,-19.0
2013,8,4,DL,SAN,-3.0,-1.0,2.0
2013,8,4,B6,HOU,-1.0,-1.0,0.0
2013,6,24,B6,FLL,-7.0,-1.0,6.0
2013,8,4,B6,SRQ,0.0,-1.0,-1.0
2013,8,22,DL,SFO,15.0,-1.0,-16.0
2013,6,3,9E,CVG,29.0,-1.0,-30.0
2013,8,6,B6,ROC,14.0,-1.0,-15.0
2013,8,6,DL,SLC,12.0,-1.0,-13.0
2013,7,11,DL,LAS,-1.0,-1.0,0.0
2013,8,6,UA,SFO,3.0,-1.0,-4.0
2013,8,24,UA,SFO,-4.0,-1.0,3.0
2013,6,15,AA,LAX,-3.0,-1.0,2.0
2013,8,4,B6,SYR,-9.0,-1.0,8.0
2013,6,24,MQ,RDU,-5.0,-1.0,4.0
2013,6,24,DL,ATL,-1.0,-1.0,0.0
2013,6,24,DL,LAS,-6.0,-1.0,5.0
2013,8,6,B6,PBI,9.0,-1.0,-10.0
2013,6,3,AA,SJU,-3.0,-1.0,2.0
2013,8,6,DL,SAN,-1.0,-1.0,0.0
2013,8,6,VX,SFO,6.0,-1.0,-7.0
2013,8,6,B6,MSY,-1.0,-1.0,0.0
2013,8,5,B6,FLL,9.0,-1.0,-10.0
2013,7,11,AA,MCO,4.0,-1.0,-5.0
2013,7,11,9E,IAD,7.0,-1.0,-8.0
2013,8,23,US,CLT,7.0,-1.0,-8.0
2013,8,23,B6,TPA,-4.0,-1.0,3.0
2013,7,17,US,CLT,11.0,-1.0,-12.0
2013,6,25,MQ,DCA,-5.0,-1.0,4.0
2013,8,5,UA,SFO,4.0,-1.0,-5.0
2013,6,25,B6,SRQ,0.0,-1.0,-1.0
2013,7,21,B6,BOS,8.0,-1.0,-9.0
2013,8,5,B6,CLT,2.0,-1.0,-3.0
2013,8,5,DL,SAN,-3.0,-1.0,2.0
2013,6,3,DL,TPA,-2.0,-1.0,1.0
2013,6,3,AA,BOS,-4.0,-1.0,3.0
2013,7,11,B6,SEA,3.0,-1.0,-4.0
2013,8,5,9E,MSP,-2.0,-1.0,1.0
2013,7,4,B6,SYR,10.0,-1.0,-11.0
2013,7,11,9E,ROC,2.0,-1.0,-3.0
2013,6,25,B6,ORD,2.0,-1.0,-3.0
2013,8,23,DL,MCO,-2.0,-1.0,1.0
2013,8,5,DL,SEA,8.0,-1.0,-9.0
2013,8,5,DL,SLC,-6.0,-1.0,5.0
2013,8,5,B6,LAS,-1.0,-1.0,0.0
2013,7,18,B6,PWM,-5.0,-1.0,4.0
2013,7,6,B6,RDU,8.0,-1.0,-9.0
2013,6,5,UA,LAX,-1.0,-1.0,0.0
2013,7,25,VX,LAX,-1.0,-1.0,0.0
2013,6,21,B6,MCO,2.0,-1.0,-3.0
2013,7,25,B6,SJU,6.0,-1.0,-7.0
2013,7,25,B6,SEA,-2.0,-1.0,1.0
2013,7,25,UA,LAX,-9.0,-1.0,8.0
2013,7,25,EV,IAD,-5.0,-1.0,4.0
2013,7,14,9E,PHL,-5.0,-1.0,4.0
2013,8,31,B6,BTV,12.0,-1.0,-13.0
2013,7,14,B6,ROC,0.0,-1.0,-1.0
2013,8,31,B6,MCO,28.0,-1.0,-29.0
2013,8,31,AA,SEA,-6.0,-2.0,4.0
2013,7,25,B6,AUS,-1.0,-2.0,-1.0
2013,6,21,9E,CVG,27.0,-2.0,-29.0
2013,8,31,B6,LGB,21.0,-2.0,-23.0
2013,7,24,DL,SJU,21.0,-2.0,-23.0
2013,7,25,AA,LAX,-8.0,-2.0,6.0
2013,6,21,B6,SAN,24.0,-2.0,-26.0
2013,6,5,B6,IAD,-7.0,-2.0,5.0
2013,6,28,VX,LAX,0.0,-2.0,-2.0
2013,7,26,B6,PBI,7.0,-2.0,-9.0
2013,7,14,B6,TPA,11.0,-2.0,-13.0
2013,7,16,B6,FLL,14.0,-2.0,-16.0
2013,6,30,B6,ROC,3.0,-2.0,-5.0
2013,7,25,B6,LAS,-3.0,-2.0,1.0
2013,7,25,DL,SAN,2.0,-2.0,-4.0
2013,6,21,UA,SFO,6.0,-2.0,-8.0
2013,7,16,B6,PBI,-1.0,-2.0,-1.0
2013,7,26,9E,BUF,-4.0,-2.0,2.0
2013,7,13,B6,PWM,-2.0,-2.0,0.0
2013,7,14,EV,IAD,4.0,-2.0,-6.0
2013,7,24,B6,SJC,-1.0,-2.0,-1.0
2013,7,26,B6,SYR,-8.0,-2.0,6.0
2013,8,17,DL,DTW,7.0,-2.0,-9.0
2013,8,17,DL,SLC,37.0,-2.0,-39.0
2013,7,21,B6,SYR,-3.0,-2.0,1.0
2013,6,25,VX,SFO,1.0,-2.0,-3.0
2013,6,25,9E,MSY,22.0,-2.0,-24.0
2013,8,5,US,CLT,0.0,-2.0,-2.0
2013,8,5,B6,SRQ,4.0,-2.0,-6.0
2013,7,21,B6,MSY,3.0,-2.0,-5.0
2013,6,24,DL,SLC,9.0,-2.0,-11.0
2013,7,17,B6,SYR,-5.0,-2.0,3.0
2013,7,4,B6,PWM,11.0,-2.0,-13.0
2013,8,5,B6,RSW,-3.0,-2.0,1.0
2013,8,4,B6,BOS,-2.0,-2.0,0.0
2013,7,11,AA,MIA,-1.0,-2.0,-1.0
2013,6,24,B6,RSW,-1.0,-2.0,-1.0
2013,7,6,MQ,DCA,25.0,-2.0,-27.0
2013,6,3,B6,LAS,1.0,-2.0,-3.0
2013,7,17,EV,IAD,-5.0,-2.0,3.0
2013,7,4,AA,LAX,1.0,-2.0,-3.0
2013,6,25,HA,HNL,1.0,-2.0,-3.0
2013,7,11,B6,LAX,-3.0,-2.0,1.0
2013,6,14,US,CLT,-5.0,-2.0,3.0
2013,6,25,B6,FLL,7.0,-2.0,-9.0
2013,6,25,B6,TPA,5.0,-2.0,-7.0
2013,7,17,B6,BOS,-1.0,-2.0,-1.0
2013,8,23,B6,BOS,-4.0,-2.0,2.0
2013,6,3,9E,DFW,-3.0,-2.0,1.0
2013,8,6,B6,SEA,7.0,-2.0,-9.0
2013,7,21,DL,LAX,8.0,-2.0,-10.0
2013,8,6,DL,SFO,-2.0,-2.0,0.0
2013,8,23,B6,PBI,-7.0,-2.0,5.0
2013,7,8,EV,IAD,9.0,-2.0,-11.0
2013,8,23,B6,BUF,-7.0,-2.0,5.0
2013,8,23,HA,HNL,-7.0,-2.0,5.0
2013,6,14,B6,CHS,-5.0,-2.0,3.0
2013,6,14,B6,JAX,5.0,-2.0,-7.0
2013,8,6,9E,DCA,26.0,-2.0,-28.0
2013,6,14,DL,SAN,-6.0,-2.0,4.0
2013,6,14,MQ,DCA,-4.0,-2.0,2.0
2013,8,6,AA,SAN,0.0,-2.0,-2.0
2013,8,6,9E,CVG,12.0,-2.0,-14.0
2013,6,15,VX,SFO,0.0,-2.0,-2.0
2013,6,15,AA,LAS,2.0,-2.0,-4.0
2013,6,15,VX,LAX,2.0,-2.0,-4.0
2013,8,23,MQ,DCA,-4.0,-2.0,2.0
2013,8,23,B6,MSY,-7.0,-2.0,5.0
2013,6,3,UA,SFO,10.0,-2.0,-12.0
2013,6,15,B6,BUF,-3.0,-2.0,1.0
2013,6,15,VX,SFO,16.0,-2.0,-18.0
2013,8,4,MQ,CMH,-4.0,-2.0,2.0
2013,8,7,MQ,DCA,-6.0,-2.0,4.0
2013,6,4,B6,BUF,-2.0,-2.0,0.0
2013,7,15,B6,SJU,-2.0,-2.0,0.0
2013,6,14,B6,BQN,-1.0,-2.0,-1.0
2013,7,15,B6,BQN,-5.0,-2.0,3.0
2013,6,25,US,CLT,10.0,-2.0,-12.0
2013,8,22,AA,BOS,11.0,-2.0,-13.0
2013,7,22,AA,LAX,-5.0,-2.0,3.0
2013,7,22,B6,MSY,-1.0,-2.0,-1.0
2013,8,4,AA,LAX,-2.0,-2.0,0.0
2013,8,4,B6,IAD,8.0,-2.0,-10.0
2013,8,24,B6,TPA,0.0,-2.0,-2.0
2013,8,4,9E,MSP,0.0,-2.0,-2.0
2013,8,22,UA,SFO,9.0,-2.0,-11.0
2013,6,3,B6,LAX,36.0,-2.0,-38.0
2013,6,29,9E,DCA,12.0,-2.0,-14.0
2013,7,21,B6,BUF,-2.0,-2.0,0.0
2013,7,4,VX,LAX,15.0,-2.0,-17.0
2013,6,12,B6,PDX,-4.0,-2.0,2.0
2013,8,7,9E,MCI,-3.0,-2.0,1.0
2013,6,13,US,PHX,-2.0,-2.0,0.0
2013,7,11,B6,SFO,-4.0,-2.0,2.0
2013,7,11,9E,MSP,15.0,-2.0,-17.0
2013,8,24,B6,PDX,0.0,-2.0,-2.0
2013,8,4,DL,LAX,-1.0,-2.0,-1.0
2013,8,4,B6,MCO,-4.0,-2.0,2.0
2013,8,3,B6,SJU,0.0,-2.0,-2.0
2013,8,3,DL,SJU,7.0,-2.0,-9.0
2013,6,15,AA,ORD,46.0,-2.0,-48.0
2013,6,15,AA,SAN,0.0,-2.0,-2.0
2013,8,7,B6,LGB,-1.0,-2.0,-1.0
2013,7,11,B6,SEA,-3.0,-2.0,1.0
2013,6,4,US,PHX,-7.0,-2.0,5.0
2013,6,4,AA,MIA,-4.0,-2.0,2.0
2013,7,15,B6,MCO,-4.0,-2.0,2.0
2013,6,12,B6,SYR,-2.0,-2.0,0.0
2013,7,21,B6,CHS,-6.0,-2.0,4.0
2013,6,15,EV,IAD,6.0,-2.0,-8.0
2013,6,15,B6,TPA,27.0,-2.0,-29.0
2013,7,11,B6,FLL,16.0,-2.0,-18.0
2013,6,24,B6,SJU,-2.0,-2.0,0.0
2013,8,25,EV,IAD,-4.0,-2.0,2.0
2013,8,24,DL,BOS,-5.0,-2.0,3.0
2013,7,22,DL,SFO,-1.0,-2.0,-1.0
2013,6,15,B6,SYR,-3.0,-2.0,1.0
2013,8,3,DL,SJU,-3.0,-2.0,1.0
2013,6,16,DL,LAX,-4.0,-2.0,2.0
2013,6,16,B6,BUF,-1.0,-2.0,-1.0
2013,7,17,B6,LAX,-4.0,-2.0,2.0
2013,6,12,B6,ROC,-4.0,-2.0,2.0
2013,8,8,DL,MCO,-6.0,-2.0,4.0
2013,7,20,AA,LAX,25.0,-2.0,-27.0
2013,6,25,DL,SEA,-1.0,-2.0,-1.0
2013,6,16,MQ,DCA,1.0,-2.0,-3.0
2013,7,4,AA,MIA,23.0,-2.0,-25.0
2013,7,22,B6,SJU,20.0,-2.0,-22.0
2013,7,8,AA,MIA,-5.0,-2.0,3.0
2013,6,29,B6,RDU,-2.0,-2.0,0.0
2013,8,2,B6,BUF,-1.0,-2.0,-1.0
2013,6,16,B6,IAD,-1.0,-2.0,-1.0
2013,6,23,B6,BUF,-2.0,-2.0,0.0
2013,8,8,B6,ORD,-1.0,-2.0,-1.0
2013,7,15,B6,PBI,3.0,-2.0,-5.0
2013,6,4,B6,SYR,-5.0,-2.0,3.0
2013,6,26,AA,STT,1.0,-2.0,-3.0
2013,6,4,DL,BOS,0.0,-2.0,-2.0
2013,7,17,DL,LAX,1.0,-2.0,-3.0
2013,6,26,B6,ACK,0.0,-2.0,-2.0
2013,6,12,DL,SFO,-3.0,-2.0,1.0
2013,7,4,B6,SJU,4.0,-2.0,-6.0
2013,7,8,DL,ATL,-2.0,-2.0,0.0
2013,8,25,B6,FLL,20.0,-2.0,-22.0
2013,8,25,B6,SMF,34.0,-2.0,-36.0
2013,8,2,B6,BTV,-4.0,-2.0,2.0
2013,6,16,MQ,DCA,0.0,-2.0,-2.0
2013,6,16,MQ,PIT,-2.0,-2.0,0.0
2013,7,12,MQ,RDU,-5.0,-2.0,3.0
2013,6,26,B6,MCO,0.0,-2.0,-2.0
2013,7,20,B6,SFO,-2.0,-2.0,0.0
2013,8,22,B6,TPA,-6.0,-2.0,4.0
2013,7,5,B6,SJU,0.0,-2.0,-2.0
2013,6,11,B6,BUF,-3.0,-2.0,1.0
2013,6,11,9E,PHL,4.0,-2.0,-6.0
2013,8,9,DL,MIA,-3.0,-2.0,1.0
2013,8,9,B6,BUF,-6.0,-2.0,4.0
2013,8,2,MQ,RDU,-2.0,-2.0,0.0
2013,8,2,9E,BWI,-4.0,-2.0,2.0
2013,8,2,B6,IAD,-2.0,-2.0,0.0
2013,8,26,B6,PWM,-8.0,-2.0,6.0
2013,8,26,B6,PBI,24.0,-2.0,-26.0
2013,8,26,B6,MCO,-3.0,-2.0,1.0
2013,8,2,B6,SEA,-3.0,-2.0,1.0
2013,8,2,AA,MCO,9.0,-2.0,-11.0
2013,8,1,MQ,DCA,-2.0,-2.0,0.0
2013,6,11,9E,BNA,27.0,-2.0,-29.0
2013,6,26,AA,MCO,-3.0,-2.0,1.0
2013,6,17,B6,ROC,-4.0,-2.0,2.0
2013,7,23,AA,MIA,2.0,-2.0,-4.0
2013,8,21,9E,PHL,-2.0,-2.0,0.0
2013,8,21,B6,BUF,0.0,-2.0,-2.0
2013,6,4,VX,SFO,6.0,-2.0,-8.0
2013,6,4,DL,DTW,5.0,-2.0,-7.0
2013,8,21,B6,RSW,1.0,-2.0,-3.0
2013,8,21,B6,FLL,-5.0,-2.0,3.0
2013,6,29,B6,BOS,-3.0,-2.0,1.0
2013,8,21,B6,CLT,11.0,-2.0,-13.0
2013,6,10,DL,SLC,-2.0,-2.0,0.0
2013,6,10,B6,RSW,5.0,-2.0,-7.0
2013,6,10,B6,FLL,5.0,-2.0,-7.0
2013,8,9,B6,MCO,-4.0,-2.0,2.0
2013,8,9,B6,FLL,10.0,-2.0,-12.0
2013,8,21,UA,LAX,17.0,-2.0,-19.0
2013,8,21,AA,MCO,-7.0,-2.0,5.0
2013,8,21,B6,SJU,-3.0,-2.0,1.0
2013,7,8,AA,BOS,-6.0,-2.0,4.0
2013,7,20,AA,SJU,11.0,-2.0,-13.0
2013,8,10,B6,PSE,14.0,-2.0,-16.0
2013,6,10,US,CLT,-6.0,-2.0,4.0
2013,7,20,B6,ORD,-1.0,-2.0,-1.0
2013,8,1,DL,MCO,13.0,-2.0,-15.0
2013,6,23,B6,LAS,-2.0,-2.0,0.0
2013,8,26,9E,DTW,24.0,-2.0,-26.0
2013,6,2,B6,BUF,6.0,-2.0,-8.0
2013,8,26,9E,MSP,8.0,-2.0,-10.0
2013,7,16,DL,MCO,25.0,-2.0,-27.0
2013,6,17,US,CLT,2.0,-2.0,-4.0
2013,8,1,9E,BUF,-2.0,-2.0,0.0
2013,6,23,DL,ATL,-4.0,-2.0,2.0
2013,8,10,AA,LAX,1.0,-2.0,-3.0
2013,8,20,B6,ROC,-7.0,-2.0,5.0
2013,7,8,9E,SDF,26.0,-2.0,-28.0
2013,7,8,DL,PDX,23.0,-2.0,-25.0
2013,6,29,VX,LAX,8.0,-2.0,-10.0
2013,7,20,9E,IAD,1.0,-2.0,-3.0
2013,8,10,AA,MCO,-2.0,-2.0,0.0
2013,7,5,US,CLT,5.0,-2.0,-7.0
2013,6,17,DL,FLL,7.0,-2.0,-9.0
2013,7,3,B6,BOS,18.0,-2.0,-20.0
2013,7,23,AA,TPA,-4.0,-2.0,2.0
2013,7,23,AA,LAS,-10.0,-2.0,8.0
2013,8,27,B6,FLL,-3.0,-2.0,1.0
2013,8,1,AA,MIA,-4.0,-2.0,2.0
2013,7,5,EV,IAD,6.0,-2.0,-8.0
2013,8,10,DL,ATL,15.0,-2.0,-17.0
2013,7,17,VX,LAX,28.0,-2.0,-30.0
2013,8,20,B6,BTV,1.0,-2.0,-3.0
2013,6,9,9E,ORD,-1.0,-2.0,-1.0
2013,6,30,B6,SAN,-1.0,-2.0,-1.0
2013,6,9,B6,ROC,5.0,-2.0,-7.0
2013,7,20,DL,SLC,-5.0,-2.0,3.0
2013,6,23,B6,LAX,6.0,-2.0,-8.0
2013,7,3,EV,IAD,9.0,-2.0,-11.0
2013,8,27,B6,HOU,2.0,-2.0,-4.0
2013,8,27,B6,PWM,-1.0,-2.0,-1.0
2013,7,7,B6,BOS,-1.0,-2.0,-1.0
2013,6,18,DL,SLC,-3.0,-2.0,1.0
2013,6,18,AA,LAX,-3.0,-2.0,1.0
2013,7,31,B6,RSW,0.0,-2.0,-2.0
2013,7,20,B6,BOS,8.0,-2.0,-10.0
2013,7,10,DL,SLC,-1.0,-2.0,-1.0
2013,8,11,B6,TPA,0.0,-2.0,-2.0
2013,7,31,B6,PBI,1.0,-2.0,-3.0
2013,8,27,B6,RDU,19.0,-2.0,-21.0
2013,6,2,B6,ACK,-8.0,-2.0,6.0
2013,6,30,B6,BUF,-4.0,-2.0,2.0
2013,6,30,DL,ATL,0.0,-2.0,-2.0
2013,7,23,DL,SLC,11.0,-2.0,-13.0
2013,7,31,DL,SEA,2.0,-2.0,-4.0
2013,7,31,B6,RDU,10.0,-2.0,-12.0
2013,7,12,B6,SLC,-4.0,-2.0,2.0
2013,7,31,UA,SFO,-5.0,-2.0,3.0
2013,8,10,DL,SJU,0.0,-2.0,-2.0
2013,8,10,B6,TPA,6.0,-2.0,-8.0
2013,6,29,AA,SJU,-4.0,-2.0,2.0
2013,6,4,9E,PIT,6.0,-2.0,-8.0
2013,8,20,B6,FLL,2.0,-2.0,-4.0
2013,7,30,B6,CHS,-4.0,-2.0,2.0
2013,7,30,AA,SFO,-5.0,-2.0,3.0
2013,8,28,HA,HNL,-3.0,-2.0,1.0
2013,7,3,B6,BUF,3.0,-2.0,-5.0
2013,6,19,AA,MIA,19.0,-2.0,-21.0
2013,6,19,B6,TPA,-3.0,-2.0,1.0
2013,7,29,B6,LAX,-8.0,-2.0,6.0
2013,7,29,UA,LAX,-3.0,-2.0,1.0
2013,7,23,DL,FLL,8.0,-2.0,-10.0
2013,6,2,DL,SEA,4.0,-2.0,-6.0
2013,6,19,B6,BQN,-5.0,-2.0,3.0
2013,6,19,B6,FLL,-5.0,-2.0,3.0
2013,8,20,UA,SFO,-2.0,-2.0,0.0
2013,8,20,B6,PBI,-5.0,-2.0,3.0
2013,6,26,DL,ATL,13.0,-2.0,-15.0
2013,8,11,B6,LAX,-4.0,-2.0,2.0
2013,6,9,9E,DTW,14.0,-2.0,-16.0
2013,8,11,DL,SAT,28.0,-2.0,-30.0
2013,8,11,VX,SFO,13.0,-2.0,-15.0
2013,6,9,B6,MCO,10.0,-2.0,-12.0
2013,6,5,EV,IAD,-4.0,-2.0,2.0
2013,6,29,AA,MIA,-3.0,-2.0,1.0
2013,7,18,B6,BUF,-7.0,-2.0,5.0
2013,6,9,EV,IAD,-7.0,-2.0,5.0
2013,8,11,MQ,CMH,-3.0,-2.0,1.0
2013,8,11,B6,HOU,-8.0,-2.0,6.0
2013,6,29,AA,MCO,-5.0,-2.0,3.0
2013,8,11,9E,BWI,-5.0,-2.0,3.0
2013,8,11,HA,HNL,-10.0,-2.0,8.0
2013,7,20,DL,SLC,-1.0,-2.0,-1.0
2013,8,11,AA,SJU,-8.0,-2.0,6.0
2013,6,19,B6,SRQ,-10.0,-2.0,8.0
2013,8,12,B6,PWM,-7.0,-2.0,5.0
2013,7,19,DL,SJU,26.0,-2.0,-28.0
2013,6,27,B6,MCO,-3.0,-2.0,1.0
2013,6,22,DL,BOS,-1.0,-2.0,-1.0
2013,7,29,9E,RDU,15.0,-2.0,-17.0
2013,7,29,B6,SEA,0.0,-2.0,-2.0
2013,6,22,9E,PHL,-6.0,-2.0,4.0
2013,6,19,B6,MCO,9.0,-2.0,-11.0
2013,8,28,B6,CHS,-4.0,-2.0,2.0
2013,8,28,9E,BWI,-3.0,-2.0,1.0
2013,8,28,B6,BTV,5.0,-2.0,-7.0
2013,6,2,B6,AUS,-1.0,-2.0,-1.0
2013,7,29,B6,RSW,-3.0,-2.0,1.0
2013,7,29,9E,BUF,-3.0,-2.0,1.0
2013,6,26,B6,MCO,-4.0,-2.0,2.0
2013,8,11,DL,ATL,11.0,-2.0,-13.0
2013,7,9,B6,BQN,0.0,-2.0,-2.0
2013,6,8,9E,CLE,9.0,-2.0,-11.0
2013,6,27,DL,FLL,1.0,-2.0,-3.0
2013,6,8,UA,LAX,16.0,-2.0,-18.0
2013,8,12,DL,LAX,-4.0,-2.0,2.0
2013,6,2,UA,LAX,0.0,-2.0,-2.0
2013,7,7,US,CLT,-1.0,-2.0,-1.0
2013,7,16,AA,SJU,0.0,-2.0,-2.0
2013,7,13,MQ,DCA,-4.0,-2.0,2.0
2013,7,13,9E,MSY,4.0,-2.0,-6.0
2013,7,29,VX,LAX,-1.0,-2.0,-1.0
2013,7,29,B6,AUS,-5.0,-2.0,3.0
2013,7,29,B6,CHS,-1.0,-2.0,-1.0
2013,6,8,DL,SEA,-1.0,-2.0,-1.0
2013,8,19,AA,MIA,1.0,-2.0,-3.0
2013,6,5,B6,PBI,-4.0,-2.0,2.0
2013,7,24,B6,MCO,4.0,-2.0,-6.0
2013,7,29,UA,SFO,-7.0,-2.0,5.0
2013,8,13,UA,SFO,0.0,-2.0,-2.0
2013,6,8,B6,LAS,28.0,-2.0,-30.0
2013,7,19,B6,PWM,-3.0,-2.0,1.0
2013,8,19,EV,IAD,-3.0,-2.0,1.0
2013,7,6,UA,LAX,9.0,-2.0,-11.0
2013,6,8,B6,BOS,-1.0,-2.0,-1.0
2013,6,8,B6,RSW,-7.0,-2.0,5.0
2013,6,27,B6,SRQ,0.0,-2.0,-2.0
2013,8,19,UA,LAX,0.0,-2.0,-2.0
2013,7,6,MQ,PIT,-4.0,-2.0,2.0
2013,8,19,B6,HOU,-1.0,-2.0,-1.0
2013,7,18,B6,MCO,4.0,-2.0,-6.0
2013,8,19,B6,BOS,-1.0,-2.0,-1.0
2013,8,12,9E,DTW,-6.0,-2.0,4.0
2013,7,24,DL,SLC,1.0,-2.0,-3.0
2013,8,18,9E,MSY,15.0,-2.0,-17.0
2013,8,18,9E,BOS,-2.0,-2.0,0.0
2013,7,18,DL,TPA,24.0,-2.0,-26.0
2013,7,6,B6,TPA,2.0,-2.0,-4.0
2013,8,18,B6,SFO,-2.0,-2.0,0.0
2013,8,13,B6,SEA,-5.0,-2.0,3.0
2013,6,8,B6,TPA,-3.0,-2.0,1.0
2013,8,28,MQ,CMH,-6.0,-2.0,4.0
2013,8,28,AA,SEA,2.0,-2.0,-4.0
2013,6,2,B6,BQN,15.0,-2.0,-17.0
2013,6,30,DL,LAS,-5.0,-2.0,3.0
2013,6,30,DL,FLL,-2.0,-2.0,0.0
2013,7,29,AA,MCO,-1.0,-2.0,-1.0
2013,7,29,DL,SFO,-2.0,-2.0,0.0
2013,6,19,AA,ORD,23.0,-2.0,-25.0
2013,8,13,MQ,BWI,0.0,-2.0,-2.0
2013,6,7,B6,BOS,-4.0,-2.0,2.0
2013,6,7,VX,LAS,0.0,-2.0,-2.0
2013,6,27,US,CLT,8.0,-2.0,-10.0
2013,8,13,DL,AUS,12.0,-2.0,-14.0
2013,6,7,B6,RSW,-4.0,-2.0,2.0
2013,6,7,9E,ORD,-4.0,-2.0,2.0
2013,6,8,AA,MCO,-7.0,-2.0,5.0
2013,7,2,9E,BWI,1.0,-2.0,-3.0
2013,6,19,B6,ROC,-5.0,-2.0,3.0
2013,7,24,B6,ORD,-1.0,-2.0,-1.0
2013,6,22,B6,ACK,-4.0,-2.0,2.0
2013,6,1,B6,RDU,-2.0,-2.0,0.0
2013,6,1,B6,LAS,-5.0,-2.0,3.0
2013,6,20,AA,MIA,1.0,-2.0,-3.0
2013,7,24,DL,SEA,-5.0,-2.0,3.0
2013,6,6,B6,BUF,-6.0,-2.0,4.0
2013,6,6,DL,ATL,12.0,-2.0,-14.0
2013,7,19,B6,RSW,-3.0,-2.0,1.0
2013,8,14,AA,MIA,-7.0,-2.0,5.0
2013,7,28,AA,MIA,0.0,-2.0,-2.0
2013,7,28,B6,SYR,-6.0,-2.0,4.0
2013,6,22,9E,BWI,-2.0,-2.0,0.0
2013,8,29,DL,MIA,10.0,-2.0,-12.0
2013,7,7,AA,SJU,-2.0,-2.0,0.0
2013,7,28,B6,FLL,-3.0,-2.0,1.0
2013,7,28,AA,LAS,-3.0,-2.0,1.0
2013,8,18,AA,SFO,-4.0,-2.0,2.0
2013,8,18,B6,MVY,-1.0,-2.0,-1.0
2013,8,18,MQ,CVG,2.0,-2.0,-4.0
2013,7,19,MQ,RDU,-6.0,-2.0,4.0
2013,8,13,B6,BUF,-4.0,-2.0,2.0
2013,6,6,MQ,ORF,0.0,-2.0,-2.0
2013,8,14,DL,MCO,-2.0,-2.0,0.0
